"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"11-2010";"kg/hl";"4,0985";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"12-2010";"kg/hl";"4,092";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"01-2011";"kg/hl";"4,0993";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"02-2011";"kg/hl";"4,1115";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"03-2011";"kg/hl";"4,1144";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"04-2011";"kg/hl";"4,0909";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"05-2011";"kg/hl";"4,0715";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"06-2011";"kg/hl";"4,0224";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"07-2011";"kg/hl";"3,9626";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"08-2011";"kg/hl";"3,9605";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"09-2011";"kg/hl";"4,0478";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"10-2011";"kg/hl";"4,1014";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"11-2011";"kg/hl";"4,1112";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"12-2011";"kg/hl";"4,1205";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"01-2012";"kg/hl";"4,1289";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"02-2012";"kg/hl";"4,097";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"03-2012";"kg/hl";"4,0956";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"04-2012";"kg/hl";"4,0851";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"05-2012";"kg/hl";"4,0608";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"06-2012";"kg/hl";"4,0248";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"07-2012";"kg/hl";"3,9613";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"08-2012";"kg/hl";"3,9569";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"09-2012";"kg/hl";"4,0504";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"10-2012";"kg/hl";"4,1134";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"11-2012";"kg/hl";"4,1317";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"12-2012";"kg/hl";"4,1464";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"01-2013";"kg/hl";"4,1382";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"02-2013";"kg/hl";"4,1378";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"03-2013";"kg/hl";"4,1266";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"04-2013";"kg/hl";"4,1252";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"05-2013";"kg/hl";"4,0919";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"06-2013";"kg/hl";"4,0629";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"07-2013";"kg/hl";"4,0043";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"08-2013";"kg/hl";"3,9945";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"09-2013";"kg/hl";"4,0851";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"10-2013";"kg/hl";"4,1159";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"11-2013";"kg/hl";"4,1762";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"12-2013";"kg/hl";"4,1821";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"01-2014";"kg/hl";"4,1835";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"02-2014";"kg/hl";"4,1556";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"03-2014";"kg/hl";"4,1875";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"04-2014";"kg/hl";"4,1543";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"05-2014";"kg/hl";"4,1157";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"06-2014";"kg/hl";"4,0622";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"07-2014";"kg/hl";"4,0194";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"08-2014";"kg/hl";"4,0346";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"09-2014";"kg/hl";"4,0957";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"10-2014";"kg/hl";"4,1638";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"11-2014";"kg/hl";"4,205";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"12-2014";"kg/hl";"4,2118";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"01-2015";"kg/hl";"4,2117";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"02-2015";"kg/hl";"4,2159";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"03-2015";"kg/hl";"4,2122";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"04-2015";"kg/hl";"4,1843";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"05-2015";"kg/hl";"4,1351";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"06-2015";"kg/hl";"4,1126";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"07-2015";"kg/hl";"4,0811";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"08-2015";"kg/hl";"4,0445";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"09-2015";"kg/hl";"4,0784";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"10-2015";"kg/hl";"4,1835";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"11-2015";"kg/hl";"4,2116";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"12-2015";"kg/hl";"4,1841";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"01-2016";"kg/hl";"4,1758";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"02-2016";"kg/hl";"4,189";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"03-2016";"kg/hl";"4,1848";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"04-2016";"kg/hl";"4,1819";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"05-2016";"kg/hl";"4,1374";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"06-2016";"kg/hl";"4,0762";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"07-2016";"kg/hl";"4,0332";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"08-2016";"kg/hl";"4,0289";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"09-2016";"kg/hl";"4,0893";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"10-2016";"kg/hl";"4,1885";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"11-2016";"kg/hl";"4,2127";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"12-2016";"kg/hl";"4,2173";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"01-2017";"kg/hl";"4,2086";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"02-2017";"kg/hl";"4,2116";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"03-2017";"kg/hl";"4,2206";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"04-2017";"kg/hl";"4,1952";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"05-2017";"kg/hl";"4,173";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"06-2017";"kg/hl";"4,1124";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"07-2017";"kg/hl";"4,0741";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"08-2017";"kg/hl";"4,0907";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"09-2017";"kg/hl";"4,1355";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"10-2017";"kg/hl";"4,1632";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"11-2017";"kg/hl";"4,2303";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"12-2017";"kg/hl";"4,2357";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"01-2018";"kg/hl";"4,2346";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"02-2018";"kg/hl";"4,2193";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"03-2018";"kg/hl";"4,2221";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"04-2018";"kg/hl";"4,2255";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"05-2018";"kg/hl";"4,1782";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"06-2018";"kg/hl";"4,1276";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en matière grasse";"Québec";"07-2018";"kg/hl";"4,0424";""
"Production laitière ";"Total (Type de production ou marché)";"Protéine";"Québec";"01-1999";"kg";"8197535";""
"Production laitière ";"Total (Type de production ou marché)";"Protéine";"Québec";"02-1999";"kg";"7421647";""
"Production laitière ";"Total (Type de production ou marché)";"Protéine";"Québec";"03-1999";"kg";"8326497";""
"Production laitière ";"Total (Type de production ou marché)";"Protéine";"Québec";"04-1999";"kg";"8228651";""
"Production laitière ";"Total (Type de production ou marché)";"Protéine";"Québec";"05-1999";"kg";"8470335";""
"Production laitière ";"Total (Type de production ou marché)";"Protéine";"Québec";"06-1999";"kg";"8025405";""
"Production laitière ";"Total (Type de production ou marché)";"Protéine";"Québec";"07-1999";"kg";"7783091";""
"Production laitière ";"Total (Type de production ou marché)";"Protéine";"Québec";"08-1999";"kg";"7770605";""
"Production laitière ";"Total (Type de production ou marché)";"Protéine";"Québec";"09-1999";"kg";"7558725";""
"Production laitière ";"Total (Type de production ou marché)";"Protéine";"Québec";"10-1999";"kg";"7862324";""
"Production laitière ";"Total (Type de production ou marché)";"Protéine";"Québec";"11-1999";"kg";"7689280";""
"Production laitière ";"Total (Type de production ou marché)";"Protéine";"Québec";"12-1999";"kg";"8043901";""
