"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";"";""
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2005";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2005";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2005";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2005";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2005";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2005";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2005";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2005";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2005";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2005";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2005";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2006";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2006";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2006";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2006";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2006";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2006";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2006";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2006";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2006";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2006";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2006";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2006";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2007";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2007";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2007";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2007";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2007";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2007";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2007";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2007";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2007";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2007";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2007";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2007";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2008";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2008";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2008";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2008";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2008";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2008";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2008";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2008";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2008";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2008";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2008";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2008";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2009";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2009";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2009";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2009";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2009";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2009";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2009";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2009";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2009";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2009";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2009";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2009";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2010";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2010";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2010";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2010";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2010";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2010";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2010";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2010";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2010";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2010";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2010";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2010";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2011";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2011";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2011";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2011";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2011";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2011";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2011";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2011";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2011";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2011";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2011";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2011";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2012";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2012";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2012";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2012";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2012";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2012";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2012";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2012";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2012";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2012";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2012";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2012";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2013";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2013";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2013";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2013";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2013";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2013";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2013";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2013";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2013";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2013";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2013";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2013";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2014";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2014";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2014";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2014";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2014";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2014";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2014";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2014";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2014";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2014";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2014";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2014";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2015";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2015";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2015";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2015";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2015";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2015";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2015";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2015";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2015";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2015";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2015";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2015";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2016";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2016";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2016";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2016";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2016";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2016";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2016";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2016";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2016";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2016";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2016";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2016";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2017";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2017";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2017";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2017";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2017";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2017";"$/hl";"";"-"
"Prix moyen du lait ";"..Hors quota";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2017";"$/hl";"";"-"
